x,i1,i2,o1,o2
1.89,0.0167828155236939,-0.00801923477669442,0.0170672990831595,-0.00815516789532065
1.95,0.0156032925887605,-0.00744329000888629,0.0158489532662454,-0.00756047833025489
2.01,0.0145019518910391,-0.0069072401979814,0.0147139715939953,-0.00700822460518581
2.07,0.0134742561826349,-0.0064085259441672,0.0136571381193445,-0.00649550689660254
2.13,0.0125158436999805,-0.00594472415374954,0.0126734966849469,-0.00601960552252551
2.19,0.0116225030046832,-0.00551352972301757,0.0117583494270815,-0.00557797309527199
2.25,0.0107902473850853,-0.00511278594054685,0.0109072490201079,-0.0051682252917698
2.31,0.010015274716642,-0.00474045985102554,0.0101159922774713,-0.00478813178883181
2.37,0.00929394265135873,-0.00439462589233967,0.00938061477185023,-0.00443560866565173
2.43,0.00862282395587318,-0.00407348862065917,0.00869738079106426,-0.00410870984531798
2.49,0.00799867034395131,-0.00377536160667974,0.00806277479594521,-0.0038056188215002
2.54999999999999,0.00741838901473932,-0.00349865310414877,0.00747349404481173,-0.00352464168254955
2.61,0.00687908370231379,-0.00324188307258012,0.00692643778352454,-0.00326419947414434
2.67,0.00637802273864133,-0.00300366531098803,0.00641869796686457,-0.00302282089839139
2.73,0.00591261763976935,-0.00278269512661683,0.00594755118835788,-0.0027991361382525
2.79,0.00548045358955525,-0.00257776214144631,0.00551044810356374,-0.00259187022965447
2.85,0.00507926176007257,-0.00238773532971717,0.00510500431739407,-0.0023998367760488
2.91,0.00470690024888676,-0.00221155254869939,0.00472899236836196,-0.00222193260362899
2.97,0.00436137703717844,-0.00204823029033781,0.00438033220121684,-0.00205713219008434
3.03,0.00404082242834738,-0.00189684944251921,0.0040570826806259,-0.00190448235661446
3.09,0.00374349123121817,-0.00175655542710839,0.00375743338028987,-0.00176309749068081
3.15,0.00346774231379894,-0.00162654762925006,0.00347969744092325,-0.00163215519230458
3.21,0.00321205383661656,-0.00150608603195204,0.00322230327955423,-0.00151089184892426
3.27,0.00297500470359552,-0.00139448172805557,0.00298378744115233,-0.00139859848357885
3.33,0.00275526137871772,-0.00129109016017737,0.00276278832224334,-0.00129461721673803
3.39,0.00255158954443872,-0.00119531624548522,0.002558039207323,-0.00119833765104016
3.45,0.00236283640373813,-0.00110660556843994,0.00236836210070437,-0.00110919346111955
3.51,0.00218793059901131,-0.00102444403274103,0.00219266187800373,-0.00102665933634033
3.57,0.0020258690755894,-0.000948351323104862,0.00202992120377889,-0.000950248208336093
3.63,0.0018757249462603,-0.000877884449691212,0.00187919489146735,-0.000879508467618057
3.69,0.00173663574932618,-0.00081263193350509,0.00173960504549428,-0.000814021369883544
3.75,0.0016077950000213,-0.000752209631097011,0.00161033683094405,-0.000753398831026537
3.81,0.00148845823322025,-0.000696263488579753,0.00149063380854631,-0.000697281168238061
3.87,0.00137793343544474,-0.00064446484803879,0.00137979391520353,-0.000645335001686407
3.93,0.00127557411492853,-0.000596507065059681,0.00127716594547537,-0.000597251465684039
3.99,0.00118078403995871,-0.00055210767933128,0.00118214579421961,-0.000552744404557368
4.05,0.00109300840388811,-0.000511004142606192,0.00109417314369416,-0.000511548682669959
4.11,0.00101173327506729,-0.00047295350240968,0.00101272836227308,-0.000473418674397972
4.17,0.000936479047603684,-0.000437729234073636,0.000937329814044406,-0.000438126899502912
4.23,0.000866803714917229,-0.000405122770843949,0.000867530955131239,-0.000405462665061635
4.29,0.000802297082272948,-0.000374940706962407,0.000802917834834549,-0.000375230805741821
4.35,0.000742576549368506,-0.000347002774208679,0.000743106910818604,-0.000347250609795022
4.41,0.00068728971275352,-0.000321143056935507,0.000687742744345438,-0.000321354740520489
4.47,0.000636109085953872,-0.00029720746552148,0.0006364959717374,-0.000297388229081862
4.53,0.000588731663728019,-0.000275053516538533,0.000589061413426673,-0.000275207574524166
4.59,0.000544875009914234,-0.00025454846029789,0.000545156433561016,-0.000254679932570753
4.65,0.00050427907538513,-0.000235570144060445,0.00050451918545295,-0.000235682309656893
4.71,0.000466702755025568,-0.000218005363039869,0.000466907102235688,-0.000218100817346167
4.77,0.000431921370699838,-0.000201748664755998,0.000432095578576326,-0.000201830036526083
4.83,0.000399728130851529,-0.000186703038966766,0.000399876589957561,-0.000186772380511978
4.89,0.000369931012417083,-0.000172778434065816,0.000370057478519368,-0.000172837500795509
4.95,0.00034235246725249,-0.000159891617442442,0.000342459823704861,-0.000159941756987076
5.01,0.000316827112654808,-0.000147965076242441,0.000316918462874048,-0.000148007738759677
5.07,0.00029320275863175,-0.000136927510131134,0.000293280449127662,-0.000136963792075464
5.13,0.000271338380106524,-0.000126712865134896,0.000271404154805112,-0.000126743581395928
5.19,0.000251102631810223,-0.000117259631793308,0.000251158488893496,-0.000117285715872836
5.25,0.000232374677282152,-0.000108511240482584,0.000232422079890796,-0.000108533375923184
5.31,0.000215042359611442,-0.000100415194516736,0.000215082557666753,-0.000100433965216381
5.37,0.000199002016646179,-9.29229843816808E-05,0.00019903588654373,-9.29387997589024E-05
5.43,0.000184157126856686,-8.59894457569445E-05,0.0001841857872874,-8.60028283210316E-05
5.49,0.000170418896180457,-7.95730425545804E-05,0.000170443124011891,-7.95843551631285E-05
5.55,0.000157705070960708,-7.36353028701363E-05,0.000157725376946286,-7.36447840960029E-05
5.61,0.000145939067536153,-6.81404089561868E-05,0.00014595618216074,-6.81483999454275E-05
5.67,0.000135050447357079,-6.30554248016506E-05,0.000135064851912431,-6.3062150328108E-05
5.73,0.000124973848442305,-5.83497909181259E-05,0.000124985953199163,-5.83554425807784E-05
5.79,0.000115648873131491,-5.39952728883621E-05,0.000115658916649075,-5.39999621037261E-05
5.85,0.000107019297141949,-4.99655873386111E-05,0.000107027697534602,-4.99695093467343E-05
5.91,9.90334069477562E-05,-4.6236565079703E-05,9.90404169882663E-05,-4.62398379166602E-05
5.97,9.16433070475485E-05,-4.27858225599703E-05,9.16490534024177E-05,-4.27885053802189E-05
6.03,8.48044117081894E-05,-3.95925230889951E-05,8.48091730704523E-05,-3.95947460198725E-05
6.09,7.8475718717664E-05,-3.66375080281963E-05,7.84796499228169E-05,-3.6639343367365E-05
6.15,7.26191866641735E-05,-3.39030028843185E-05,7.26224191927358E-05,-3.39045120230215E-05
6.21,6.71996680544136E-05,-3.13725870173322E-05,6.72022489854512E-05,-3.13737919411943E-05
6.27,6.21844485072361E-05,-2.90309756046275E-05,6.21865423359361E-05,-2.90319531141395E-05
6.33,5.75434413529483E-05,-2.68641144157577E-05,5.75451277888035E-05,-2.68649017271298E-05
6.39,5.32487842541993E-05,-2.48589884734727E-05,5.32500794011032E-05,-2.48595931077833E-05
6.45,4.92745431155348E-05,-2.30034829104952E-05,4.92755596183922E-05,-2.30039574578909E-05
6.51,4.55968701543234E-05,-2.12864592259839E-05,4.55976557911114E-05,-2.1286825992944E-05
6.57,4.21936416534551E-05,-1.96975842431073E-05,4.2194236690299E-05,-1.96978620287618E-05
6.63,3.90444184449988E-05,-1.82273121712732E-05,3.90448193171258E-05,-1.82274993125265E-05
6.69,3.61301778935023E-05,-0.0000168667581259,3.61304536602845E-05,-1.6866886862925E-05
6.75,3.34334259633448E-05,-1.56077527392706E-05,3.34336002482243E-05,-1.5607834100819E-05
6.81,3.09379630639738E-05,-1.44427309256058E-05,3.09380258104309E-05,-1.44427602174565E-05
6.87,2.86286865559258E-05,-1.33646393576479E-05,2.86287138757521E-05,-1.33646521112761E-05
6.93,2.64917433319848E-05,-1.23670091740189E-05,2.64917667255513E-05,-1.23670200947215E-05
6.99,2.45143009242855E-05,-1.14438483178291E-05,2.45143209558393E-05,-1.14438576690264E-05
7.05,2.26844553656579E-05,-1.05895980523943E-05,2.26844725183606E-05,-1.05896060596497E-05
7.11,2.09911908937848E-05,-9.79911464769284E-06,2.09912055813639E-05,-9.79912150415336E-06
7.17,1.94243137515108E-05,-9.06763827307587E-06,1.94243263282377E-05,-9.06764414413067E-06
7.23,1.79743909086504E-05,-8.39076445349855E-06,1.79744016778844E-05,-8.39076948076797E-06
7.29,1.66326932409191E-05,-7.76441737194051E-06,1.66327024624235E-05,-7.76442167669185E-06
7.35,1.53911430949624E-05,-7.18482545069291E-06,1.53911509911695E-05,-7.18482913676543E-06
7.41,1.42422656291115E-05,-6.648498692758E-06,1.42422723904875E-05,-6.64850184906758E-06
7.47,1.31791438460385E-05,-6.15220754810836E-06,1.31791496356772E-05,-6.15221025079215E-06
7.53,1.21953769736753E-05,-5.69296354333987E-06,1.21953819312315E-05,-5.69296585759278E-06
7.59,1.12850419513392E-05,-5.26800130595887E-06,1.12850461963975E-05,-5.26800328760615E-06
7.65,1.04426577912016E-05,-4.87476178059742E-06,1.04426614261604E-05,-4.87476347744118E-06
7.71,9.66315255691468E-06,-4.51087705397376E-06,9.66315566945641E-06,-4.51087850694607E-06
7.77,8.94183286727828E-06,-4.17415586929913E-06,8.94183553248377E-06,-4.17415711344933E-06
7.83,8.27435564066953E-06,-3.86257060331393E-06,8.27435792282935E-06,-3.8625716686541E-06
7.89,7.65670197511449E-06,-3.57424488792974E-06,7.65670392927959E-06,-3.57424580015861E-06
7.95,7.08515287981254E-06,-3.30744255252744E-06,7.08515455312209E-06,-3.30744333365035E-06
8.01,6.55626697148862E-06,-3.06055693126422E-06,6.55626840430707E-06,-3.06055760012388E-06
8.07,6.06685973350078E-06,-2.83210130054697E-06,6.06686096039149E-06,-2.83210187327799E-06
8.13,5.61398434628997E-06,-2.62069985140638E-06,5.61398539684891E-06,-2.6207003418245E-06
8.19,5.19491392522709E-06,-2.4250795935003E-06,5.19491482479673E-06,-2.42508001343565E-06
8.25,4.80712510240481E-06,-2.24406253476853E-06,4.80712587268544E-06,-2.244062894351E-06
8.31,4.44828293262173E-06,-2.07655854158275E-06,4.4482835921949E-06,-2.07655884948635E-06
8.36999999999999,4.11622666916158E-06,-1.92155891174178E-06,4.1162272339383E-06,-1.92155917539386E-06
8.43,3.80895691166765E-06,-1.77813024324089E-06,3.8089573952722E-06,-1.77813046900135E-06
8.49,3.52462347515732E-06,-1.64540872430183E-06,3.52462388925591E-06,-1.64540891761651E-06
8.55,3.26151426844252E-06,-1.52259513210926E-06,3.2615146230247E-06,-1.52259529764129E-06
8.61,3.01804502464913E-06,-1.40894984382232E-06,3.01804532826872E-06,-1.40894998556467E-06
8.67,2.79274969814025E-06,-1.30378849551894E-06,2.79274995812173E-06,-1.30378861689067E-06
8.73,2.58427170036439E-06,-1.20647772626097E-06,2.58427192297956E-06,-1.20647783018977E-06
8.79,2.39135568628529E-06,-1.11643152957333E-06,2.39135587690455E-06,-1.1164316185661E-06
8.85,2.2128400289755E-06,-1.03310763333428E-06,2.21284019219742E-06,-1.03310770953763E-06
8.91,2.04764981198533E-06,-9.56004151000394E-07,2.04764995174757E-06,-9.56004216252412E-07
8.97,1.89479035039116E-06,-8.84656807823684E-07,1.89479047006545E-06,-8.84656863698292E-07
9.03,1.7533411793507E-06,-8.18635847250343E-07,1.75334128182416E-06,-8.18635895095249E-07
9.09,1.62245060625759E-06,-7.57543710693265E-07,1.62245069400241E-06,-7.57543751662487E-07
9.15,1.50133042677502E-06,-7.01012466305626E-07,1.50133050190809E-06,-7.01012501387322E-07
9.21,1.38925137700108E-06,-6.48701598132234E-07,1.38925144133503E-06,-6.48701628172541E-07
9.27,1.28553853981223E-06,-6.0029607870577E-07,1.28553859489919E-06,-6.00296104429219E-07
9.33,1.18956740650832E-06,-5.55504372832028E-07,1.18956745367733E-06,-5.55504394859016E-07
9.39,1.10076011322795E-06,-5.14056692422805E-07,1.10076015361703E-06,-5.14056711284569E-07
9.45,1.01858190018199E-06,-4.75703405200812E-07,1.01858193476561E-06,-4.75703421352237E-07
9.51,9.42537902911129E-07,-4.40213508199143E-07,9.42537932523711E-07,-4.40213522029737E-07
9.57,8.72170240616715E-07,-4.07373259177773E-07,8.72170265972739E-07,-4.07373271021065E-07
9.63,8.07055298903873E-07,-3.76984852586862E-07,8.07055320615143E-07,-3.76984862728447E-07
9.69,7.46800831251367E-07,-3.48865241297382E-07,7.46800849841746E-07,-3.48865249981809E-07
9.75,6.91043881755808E-07,-3.22845015022994E-07,6.9104389767386E-07,-3.22845022459661E-07
9.81,6.39449153464674E-07,-2.98767570266758E-07,6.39449167094512E-07,-2.98767576634979E-07
9.87,5.91705974460079E-07,-2.76487668892146E-07,5.91705986130609E-07,-2.76487674345458E-07
9.93,5.47526218448404E-07,-2.55871336876296E-07,5.47526228441235E-07,-2.55871341546171E-07
9.99,5.06644147456226E-07,-2.36794244739189E-07,5.06644156012501E-07,-2.36794248738203E-07
10.05,4.68813976407777E-07,-2.19141517228176E-07,4.68813983733994E-07,-2.19141520652729E-07
10.11,4.33807708548931E-07,-2.02806822305345E-07,4.33807714821901E-07,-2.02806825237983E-07
10.17,4.01414447397342E-07,-1.87691723314479E-07,4.0141445276846E-07,-1.87691725825884E-07
10.23,3.71439140803528E-07,-1.73705185007034E-07,3.71439145402429E-07,-1.7370518715773E-07
10.29,3.43701307541533E-07,-1.60762974298974E-07,3.43701311479219E-07,-1.60762976140789E-07
10.35,3.18033967033262E-07,-1.4878708937119E-07,3.18033970404781E-07,-1.48787090948501E-07
10.41,2.94282547233273E-07,-1.37705391214826E-07,2.94282550120014E-07,-1.37705392565636E-07
10.47,2.72304058988279E-07,-1.27451170395674E-07,2.72304061459929E-07,-1.27451171552523E-07
10.53,2.51966148083134E-07,-1.17962555913416E-07,2.51966150199366E-07,-1.17962556904169E-07
10.59,2.33146352603317E-07,-1.09182507099371E-07,2.33146354415224E-07,-1.09182507947887E-07
10.65,2.15731384324926E-07,-1.01057943104927E-07,2.1573138587626E-07,-1.01057943831639E-07
10.71,1.99616353316579E-07,-9.35400789547002E-08,1.99616354644802E-07,-9.35400795771045E-08
10.77,1.847041978572E-07,-8.65835590849017E-08,1.84704198994388E-07,-8.65835596179799E-08
10.83,1.70905153670257E-07,-8.01464492431808E-08,1.70905154643875E-07,-8.01464496997621E-08
10.89,1.58136133606443E-07,-7.41899935541865E-08,1.58136134440011E-07,-7.41899939452571E-08
10.95,1.46320255852664E-07,-6.86782744124916E-08,1.46320256566318E-07,-6.8678274747459E-08
11.01,1.35386376509931E-07,-6.35780950637692E-08,1.35386377120913E-07,-6.35780953506895E-08
11.07,1.25268681145139E-07,-5.88587447688856E-08,1.25268681668214E-07,-5.88587450146575E-08
11.13,1.15906195527784E-07,-5.44917720659308E-08,1.15906195975592E-07,-5.44917722764619E-08
11.19,1.0724258904995E-07,-5.04508106677561E-08,1.07242589433315E-07,-5.04508108481052E-08
11.25,9.92256745426228E-08,-4.67116361453646E-08,9.92256748708139E-08,-4.67116362998644E-08
11.31,9.18072007751911E-08,-4.32515504986306E-08,9.18072010561431E-08,-4.32515506309907E-08
11.37,8.49424614822571E-08,-4.00498153850286E-08,8.49424617227645E-08,-4.00498154984262E-08
11.43,7.85901446527415E-08,-3.70871784010704E-08,7.85901448586219E-08,-3.70871784982266E-08
11.49,7.27120332934637E-08,-3.43456261006719E-08,7.27120334696984E-08,-3.43456261839166E-08
11.55,6.72727061928542E-08,-3.18087443443929E-08,6.72727063437081E-08,-3.18087444157215E-08
11.61,6.22394287102613E-08,-2.94612486299512E-08,6.22394288393862E-08,-2.9461248691073E-08
11.67,5.75819125132928E-08,-2.72889921896937E-08,5.75819126238154E-08,-2.72889922420721E-08
11.73,5.32720687626364E-08,-2.52788283287121E-08,5.32720688572335E-08,-2.52788283736007E-08
11.79,4.92839251120212E-08,-2.34187440374159E-08,4.92839251929847E-08,-2.34187440758882E-08
11.85,4.55935317872307E-08,-2.16974267620597E-08,4.55935318565231E-08,-2.16974267950351E-08
11.91,4.21786557976764E-08,-2.01045275812719E-08,4.21786558569777E-08,-2.0104527609538E-08
11.97,3.90187175943187E-08,-1.86305275931523E-08,3.90187176450673E-08,-1.86305276173836E-08
12.03,3.60946862278071E-08,-1.72664747384915E-08,3.60946862712347E-08,-1.72664747592658E-08
12.09,3.33889723224499E-08,-1.6004113364579E-08,3.33889723596106E-08,-1.6004113382391E-08
12.15,3.08852489715822E-08,-1.48359571048151E-08,3.08852490033788E-08,-1.48359571200888E-08
12.21,2.85684713952388E-08,-1.37548839914591E-08,2.85684714224441E-08,-1.37548840045576E-08
12.27,2.64246432305436E-08,-1.27544198765995E-08,2.6424643253819E-08,-1.27544198878338E-08
12.33,2.44409606888657E-08,-1.18284712065635E-08,2.44409607087777E-08,-1.18284712162001E-08
12.39,2.26053647945589E-08,-1.0971551758695E-08,2.26053648115924E-08,-1.09715517669622E-08
12.45,2.09068537256109E-08,-1.01784263406006E-08,2.09068537401808E-08,-1.01784263476939E-08
12.51,1.93351508150509E-08,-9.44445899309063E-09,1.93351508275125E-08,-9.44445899917763E-09
12.57,1.7880877102763E-08,-8.76507853907915E-09,1.78808771134205E-08,-8.76507854430339E-09
12.63,1.6535236810519E-08,-8.13621586171193E-09,1.65352368196328E-08,-8.13621586619641E-09
12.69,1.52900675785589E-08,-7.55414599834686E-09,1.52900675863518E-08,-7.55414600219697E-09
12.75,1.41379212809876E-08,-7.01540716310232E-09,1.41379212876503E-08,-7.01540716640843E-09
12.81,1.30718521582663E-08,-6.51667928069162E-09,1.3071852163962E-08,-6.51667928353112E-09
12.87,1.20855216588261E-08,-6.05498238112472E-09,1.20855216636948E-08,-6.05498238356398E-09
12.93,1.11728555195188E-08,-5.62756323128903E-09,1.11728555236799E-08,-5.6275632333849E-09
12.99,1.03284107113368E-08,-5.2318426996086E-09,1.03284107148927E-08,-5.23184270140982E-09
13.05,9.54705654607797E-09,-4.86536716957578E-09,9.54705654911618E-09,-4.8653671711241E-09
13.11,8.82408825477526E-09,-4.52615269383935E-09,8.82408825737074E-09,-4.52615269517066E-09
13.17,8.15522043508168E-09,-4.2119885882656E-09,8.1552204372986E-09,-4.21198858941059E-09
13.23,7.53636644697939E-09,-3.92102046945865E-09,7.53636644887261E-09,-3.92102047044366E-09
13.29,6.96379130682865E-09,-3.6516409352203E-09,6.96379130844513E-09,-3.65164093606794E-09
13.35,6.43411823996209E-09,-3.40210087286381E-09,6.43411824134202E-09,-3.40210087359346E-09
13.41,5.94404255037402E-09,-3.17093459073859E-09,5.94404255155174E-09,-3.17093459136686E-09
13.47,5.49067454024089E-09,-2.95675332577136E-09,5.4906745412458E-09,-2.95675332631252E-09
13.53,5.07126211641511E-09,-2.75824119459224E-09,5.07126211727237E-09,-2.7582411950585E-09
13.59,4.68324321124058E-09,-2.57439002809001E-09,4.68324321197167E-09,-2.5743900284919E-09
13.65,4.32429383496677E-09,-2.40400540906589E-09,4.32429383559009E-09,-2.40400540941241E-09
13.71,3.99230404953719E-09,-2.24599414212141E-09,3.99230405006847E-09,-2.2459941424203E-09
13.77,3.68519231151948E-09,-2.09955455062553E-09,3.68519231197217E-09,-2.09955455088344E-09
13.83,3.40110423437565E-09,-1.9637877850331E-09,3.40110423476123E-09,-1.96378778525573E-09
13.89,3.13836453604273E-09,-1.83785977775094E-09,3.13836453637104E-09,-1.8378597779432E-09
13.95,2.8953569078878E-09,-1.72098504765038E-09,2.89535690816723E-09,-1.72098504781648E-09
14.01,2.67064196154932E-09,-1.61257245944652E-09,2.67064196178707E-09,-1.61257245959008E-09
14.07,2.46283491369192E-09,-1.51195799816773E-09,2.46283491389411E-09,-1.51195799829185E-09
14.13,2.27065582262352E-09,-1.4186072127384E-09,2.27065582279538E-09,-1.41860721284577E-09
14.19,2.09295798290478E-09,-1.33189252803713E-09,2.0929579830508E-09,-1.33189252813005E-09
14.25,1.92864929412007E-09,-1.25132807945279E-09,1.92864929424406E-09,-1.25132807953323E-09
14.31,1.77677307630592E-09,-1.17646039334926E-09,1.77677307641115E-09,-1.17646039341894E-09
14.37,1.63635736009631E-09,-1.10692102239678E-09,1.63635736018557E-09,-1.10692102245715E-09
14.43,1.50658307018276E-09,-1.04220790650219E-09,1.50658307025842E-09,-1.04220790655452E-09
14.49,1.38663113125893E-09,-9.8198903818309E-10,1.38663113132302E-09,-9.81989038228479E-10
14.55,1.2757720202525E-09,-9.2596480093129E-10,1.27577202030676E-09,-9.25964800970668E-10
14.61,1.17333518751394E-09,-8.73859871469327E-10,1.17333518755983E-09,-8.73859871503505E-10
14.67,1.07869595161152E-09,-8.25297704729092E-10,1.0786959516503E-09,-8.25297704758767E-10
14.73,9.9127549933112E-10,-7.80011075177788E-10,9.91275499363874E-10,-7.80011075203562E-10
14.79,9.1054088567609E-10,-7.37716561796543E-10,9.10540885703726E-10,-7.37716561818934E-10
14.85,8.35970086654542E-10,-6.98361529251156E-10,8.35970086677837E-10,-6.98361529270616E-10
14.91,7.67141551511333E-10,-6.61545139245655E-10,7.6714155153095E-10,-6.61545139262571E-10
14.97,7.03596598078635E-10,-6.27154023371764E-10,7.03596598095137E-10,-6.27154023386473E-10
15.03,6.44942070212641E-10,-5.95026226761653E-10,6.44942070226506E-10,-5.95026226774445E-10
15.09,5.90848153592685E-10,-5.6490262162811E-10,5.90848153604321E-10,-5.64902621639236E-10
15.15,5.40926060477372E-10,-5.36730572638361E-10,5.40926060487125E-10,-5.36730572648038E-10
15.21,4.94918055172573E-10,-5.10303587337069E-10,4.94918055180738E-10,-5.10303587345487E-10
15.27,4.52476849752381E-10,-4.85552834905184E-10,4.52476849759205E-10,-4.85552834912507E-10
15.33,4.13394945141175E-10,-4.62263725144383E-10,4.13394945146871E-10,-4.62263725150753E-10
15.39,3.77379658433053E-10,-4.40411964824022E-10,3.773796584378E-10,-4.40411964829563E-10
15.45,3.44214753749655E-10,-4.19803208104263E-10,3.44214753753604E-10,-4.1980320810908E-10
15.51,3.13694916216678E-10,-4.00429357241242E-10,3.13694916219959E-10,-4.00429357245429E-10
15.57,2.85601725755266E-10,-3.82213483673123E-10,2.85601725757985E-10,-3.82213483676762E-10
15.63,2.59786656711676E-10,-3.64904557357234E-10,2.59786656713926E-10,-3.64904557360394E-10
15.69,2.36064052018977E-10,-3.4862809331432E-10,2.36064052020835E-10,-3.48628093317064E-10
15.75,2.14254807212669E-10,-3.3324238103634E-10,2.142548072142E-10,-3.3324238103872E-10
15.81,1.94267185859565E-10,-3.18585465657066E-10,1.94267185860823E-10,-3.18585465659129E-10
15.87,1.75935188699979E-10,-3.04738324609218E-10,1.75935188701011E-10,-3.04738324611005E-10
15.93,1.59132132088339E-10,-2.91583540614771E-10,1.59132132089183E-10,-2.91583540616317E-10
15.99,1.43729148178336E-10,-2.79117064801882E-10,1.43729148179024E-10,-2.79117064803219E-10
16.05,1.29673816151026E-10,-2.67197186662699E-10,1.29673816151586E-10,-2.67197186663854E-10
16.11,1.16824162955484E-10,-2.55803661838837E-10,1.16824162955939E-10,-2.55803661839833E-10
16.17,1.05114662568142E-10,-2.44968881303346E-10,1.0511466256851E-10,-2.44968881304204E-10
16.23,9.44251839459351E-11,-2.34624014238096E-10,9.44251839462323E-11,-2.34624014238835E-10
16.29,8.46814642622162E-11,-2.24760962899689E-10,8.46814642624552E-11,-2.24760962900323E-10
16.35,7.58594773083061E-11,-2.15229919037074E-10,7.58594773084979E-11,-2.15229919037618E-10
16.41,6.78565656474399E-11,-2.06107811211476E-10,6.78565656475934E-11,-2.06107811211942E-10
16.47,6.06246768623794E-11,-1.97362248449644E-10,6.06246768625019E-11,-1.97362248450043E-10
16.53,5.40742587210684E-11,-1.88920351061863E-10,5.40742587211659E-11,-1.88920351062204E-10
16.59,4.81943902195561E-11,-1.80802363406314E-10,4.81943902196336E-11,-1.80802363406604E-10
16.65,4.2917361133608E-11,-1.7295969902318E-10,4.29173611336694E-11,-1.72959699023428E-10
16.71,3.81820138413381E-11,-1.65400455655712E-10,3.81820138413866E-11,-1.65400455655923E-10
16.77,3.3966506334913E-11,-1.58108437817282E-10,3.39665063349515E-11,-1.58108437817461E-10
16.83,3.02446282049429E-11,-1.51039107919737E-10,3.02446282049734E-11,-1.51039107919889E-10
16.89,2.69574060303374E-11,-1.44200563706339E-10,2.69574060303616E-11,-1.44200563706468E-10
16.95,2.40589715946921E-11,-1.37556365332238E-10,2.40589715947114E-11,-1.37556365332348E-10
17.01,2.15384038940904E-11,-1.31074121824233E-10,2.15384038941058E-11,-1.31074121824327E-10
17.07,1.9371676719936E-11,-1.24794321898772E-10,1.93716767199485E-11,-1.24794321898853E-10
17.13,1.75238428597339E-11,-1.18692672325953E-10,1.75238428597441E-11,-1.18692672326022E-10
17.19,1.59621393017712E-11,-1.12752977619169E-10,1.59621393017797E-11,-1.12752977619229E-10
17.25,1.46887502468203E-11,-1.06967140035112E-10,1.46887502468275E-11,-1.06967140035164E-10
17.31,1.36534390769299E-11,-1.01355403931999E-10,1.36534390769361E-11,-1.01355403932045E-10
17.37,1.2849653189754E-11,-9.58975249515831E-11,1.28496531897595E-11,-9.58975249516241E-11
17.43,1.22642873806067E-11,-9.05003790459791E-11,1.22642873806117E-11,-9.05003790460162E-11
17.49,1.18580260354411E-11,-8.52327970331692E-11,1.18580260354458E-11,-8.52327970332029E-11
17.55,1.16417901581548E-11,-8.00988277847895E-11,1.16417901581593E-11,-8.00988277848206E-11
17.61,1.15740799339225E-11,-7.50620314560116E-11,1.15740799339269E-11,-7.50620314560406E-11
17.67,1.16461585596215E-11,-7.01709945065872E-11,1.16461585596261E-11,-7.01709945066144E-11
17.73,1.18645786375908E-11,-6.53285440169919E-11,1.18645786375955E-11,-6.53285440170177E-11
17.79,1.22642873803105E-11,-6.06359017783826E-11,1.22642873803156E-11,-6.06359017784075E-11
17.85,1.27732061620355E-11,-5.60161392294683E-11,1.27732061620409E-11,-5.60161392294921E-11
17.91,1.34109927897856E-11,-5.14611586269495E-11,1.34109927897916E-11,-5.14611586269725E-11
17.97,1.41077528385969E-11,-4.70559862753967E-11,1.41077528386035E-11,-4.70559862754189E-11
18.03,1.49049861232906E-11,-4.26346184372992E-11,1.4904986123298E-11,-4.26346184373204E-11
18.09,1.57502718251442E-11,-3.83468633635722E-11,1.57502718251525E-11,-3.83468633635924E-11
18.15,1.66785571566389E-11,-3.41886721825651E-11,1.66785571566482E-11,-3.41886721825841E-11
18.21,1.76592633068536E-11,-3.00304810015883E-11,1.7659263306864E-11,-3.0030481001606E-11
18.27,1.86836534726682E-11,-2.60018537133247E-11,1.86836534726798E-11,-2.60018537133409E-11
18.33,1.97189646423815E-11,-2.20096662699026E-11,1.97189646423944E-11,-2.20096662699171E-11
18.39,2.0850380646416E-11,-1.81187006176621E-11,2.08503806464305E-11,-1.81187006176747E-11
18.45,2.2075717283992E-11,-1.42682236819045E-11,2.20757172840083E-11,-1.4268223681915E-11
18.51,2.33185275278073E-11,-1.05189685373228E-11,2.33185275278255E-11,-1.0518968537331E-11
18.57,2.45919165825425E-11,-6.83449533909712E-12,2.45919165825627E-11,-6.83449533910272E-12
18.63,2.5906805452098E-11,-3.1864619857004E-12,2.59068054521204E-11,-3.18646198570315E-12
18.69,2.72522731325737E-11,4.04887164637444E-13,2.72522731325984E-11,4.04887164637811E-13
18.75,2.86152144192893E-11,3.91121001039373E-12,2.86152144193166E-11,3.91121001039746E-12
18.81,3.00240239223854E-11,7.37704413968023E-12,3.00240239224154E-11,7.37704413968762E-12
18.87,3.12952287763389E-11,1.06606790448757E-11,3.12952287763716E-11,1.06606790448868E-11
18.93,3.26472490591546E-11,1.39240695918364E-11,3.26472490591901E-11,1.39240695918516E-11
18.99,3.40800847708326E-11,1.72441443418448E-11,3.40800847708713E-11,1.72441443418644E-11
19.05,3.54976310770513E-11,2.04346551991695E-11,3.54976310770933E-11,2.04346551991937E-11
19.11,3.69086247809312E-11,2.3544188623568E-11,3.69086247809766E-11,2.35441886235969E-11
19.17,3.83414604926129E-11,2.66820641494932E-11,3.8341460492662E-11,2.66820641495273E-11
19.23,3.97590067988363E-11,2.96620336812138E-11,3.9759006798889E-11,2.96620336812532E-11
